Transaction_ID,Employee_ID,Worker_ID,Effective_Date,Transaction_Type,Transaction_Status,Reason_Code,Prior_Job_Profile,New_Job_Profile,Prior_Job_Level,New_Job_Level,Prior_Business_Unit,New_Business_Unit,Prior_Division,New_Division,Prior_Department,New_Department,Prior_Manager_ID,New_Manager_ID,Prior_Location,New_Location,Prior_Worker_Type,New_Worker_Type,Initiated_By,Initiated_Date,Completed_Date,Comments
JM6817749,EMP188696,WD94298156,2025-06-11,Hire,Completed,Backfill,,Analyst I,,1.0,,Technology,,Infrastructure,,Cloud Services,,EMP886269,,"New York, NY",,Temporary,Recruiter,2025-06-02,2025-06-11,New hire - Executive Recruitment
JM2069215,EMP188696,WD94298156,2025-10-06,Promotion,Completed,Performance Based,Analyst I,Specialist II,1.0,2.0,Technology,Technology,Infrastructure,Infrastructure,Cloud Services,Cloud Services,EMP886269,EMP886269,"New York, NY","New York, NY",Temporary,Temporary,Manager,2025-09-05,2025-10-06,Promotion from Level 1 to Level 2
JM1788345,EMP188696,WD94298156,2025-11-04,Lateral Move,Completed,Leadership Development,Analyst I,Specialist I,1.0,1.0,Technology,Retail Banking,Infrastructure,Consumer Lending,Cloud Services,Credit Cards,EMP886269,EMP886269,"New York, NY","New York, NY",Temporary,Temporary,HR,2025-10-06,2025-11-04,Lateral move to Retail Banking
JM2320374,EMP188900,WD24045619,2025-05-03,Hire,Completed,Executive Recruitment,,Specialist II,,2.0,,Technology,,Infrastructure,,Systems Engineering,,EMP782438,,"New York, NY",,Regular,Recruiter,2025-04-12,2025-05-03,New hire - Expansion
JM1207207,EMP188984,WD12494632,2025-05-03,Lateral Move,Completed,Relocation Request,Assistant Manager,Supervisor,6.0,6.0,Retail Banking,Risk & Compliance,Deposits & Payments,Audit,Wire Transfers,SOX Compliance,EMP910479,EMP910479,"Montreal, QC","Montreal, QC",Regular,Regular,Employee,2025-04-01,2025-05-03,Lateral move to Risk & Compliance
JM8478594,EMP189037,WD75090975,2025-02-21,Promotion,Completed,Expanded Role,Associate II,Senior Analyst,2.0,3.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Online Banking,Online Banking,EMP230167,EMP230167,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-01-16,2025-02-21,Promotion from Level 2 to Level 3
JM1526611,EMP189179,WD71756697,2025-07-16,Promotion,Completed,Expanded Role,Senior Specialist,Lead Specialist,3.0,4.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Teller Operations,Teller Operations,EMP260119,EMP260119,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-05-29,2025-07-16,Promotion from Level 3 to Level 4
JM8986339,EMP189263,WD50205681,2025-04-21,Promotion,Completed,Retention,Coordinator,Specialist II,1.0,2.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Digital Onboarding,Digital Onboarding,EMP165624,EMP165624,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-03-11,2025-04-21,Promotion from Level 1 to Level 2
JM5950879,EMP189263,WD50205681,2025-07-06,Lateral Move,Completed,Relocation Request,Coordinator,Coordinator,1.0,1.0,Retail Banking,Investment Banking,Digital Banking,Structured Finance,Digital Onboarding,Syndications,EMP165624,EMP165624,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-06-10,2025-07-06,Lateral move to Investment Banking
JM8677875,EMP189758,WD92786146,2025-04-29,Promotion,Completed,Skill Development,Coordinator,Analyst II,1.0,2.0,Commercial Banking,Commercial Banking,Real Estate Finance,Real Estate Finance,Commercial Mortgage,Commercial Mortgage,EMP161595,EMP161595,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-03-22,2025-04-29,Promotion from Level 1 to Level 2
JM3376356,EMP189758,WD92786146,2025-08-08,Hire,Completed,Executive Recruitment,,Coordinator,,1.0,,Commercial Banking,,Real Estate Finance,,Commercial Mortgage,,EMP161595,,"Toronto, ON",,Regular,Recruiter,2025-07-25,2025-08-08,New hire - Internal Referral
JM3056308,EMP189901,WD35033425,2025-05-21,Promotion,Completed,Succession Planning,Principal Associate,Principal Analyst,4.0,5.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Auto Loans,Auto Loans,EMP512207,EMP512207,"Chicago, IL","Chicago, IL",Temporary,Temporary,Manager,2025-03-23,2025-05-21,Promotion from Level 4 to Level 5
JM7394735,EMP189925,WD63360594,2025-09-10,Promotion,Completed,Market Adjustment,Analyst II,Senior Associate,2.0,3.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Mergers & Acquisitions,Due Diligence,Due Diligence,EMP988209,EMP988209,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-07-19,2025-09-10,Promotion from Level 2 to Level 3
JM2485358,EMP190058,WD59211328,2026-01-11,Lateral Move,Completed,Project Assignment,Operations Manager,Manager,7.0,7.0,Retail Banking,Commercial Banking,Consumer Lending,Corporate Lending,Auto Loans,Relationship Management,EMP406095,EMP406095,"New York, NY","New York, NY",Regular,Regular,HR,2025-12-02,2026-01-11,Lateral move to Commercial Banking
JM9989237,EMP190064,WD27802528,2025-03-02,Lateral Move,Completed,Restructuring,Team Manager,Assistant Manager,6.0,6.0,Commercial Banking,Retail Banking,Treasury Services,Deposits & Payments,Trade Operations,Wire Transfers,EMP137495,EMP137495,"New York, NY","New York, NY",Regular,Regular,Employee,2025-01-17,2025-03-02,Lateral move to Retail Banking
JM8215517,EMP190167,WD53416173,2026-01-12,Lateral Move,Completed,Relocation Request,Team Lead,Lead Specialist,4.0,4.0,Risk & Compliance,Retail Banking,Audit,Digital Banking,Internal Audit,Online Banking,EMP751297,EMP751297,"Atlanta, GA","Atlanta, GA",Regular,Regular,Employee,2025-12-04,2026-01-12,Lateral move to Retail Banking
JM4162592,EMP190288,WD46859442,2025-07-25,Lateral Move,Completed,Business Need,Associate I,Analyst I,1.0,1.0,Investment Banking,Commercial Banking,Advisory Services,Real Estate Finance,Industry Coverage,Commercial Mortgage,EMP665574,EMP665574,"Atlanta, GA","Atlanta, GA",Regular,Regular,Employee,2025-06-26,2025-07-25,Lateral move to Commercial Banking
JM1988633,EMP190312,WD50476533,2025-04-17,Promotion,Completed,Market Adjustment,Lead Representative,Principal Associate,3.0,4.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Auto Loans,Auto Loans,EMP604226,EMP604226,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-02-20,2025-04-17,Promotion from Level 3 to Level 4
JM9728320,EMP190312,WD50476533,2025-04-29,Lateral Move,Completed,Relocation Request,Lead Representative,Senior Specialist,3.0,3.0,Retail Banking,Investment Banking,Consumer Lending,Mergers & Acquisitions,Auto Loans,Due Diligence,EMP604226,EMP604226,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-03-29,2025-04-29,Lateral move to Investment Banking
JM8547843,EMP190490,WD24549748,2026-01-11,Hire,Completed,New Position,,Representative,,2.0,,Retail Banking,,Deposits & Payments,,Payment Processing,,EMP337717,,"San Francisco, CA",,Regular,Hiring Manager,2025-12-15,2026-01-11,New hire - Expansion
JM5212183,EMP190572,WD98670678,2025-10-27,Promotion,Completed,Retention,Analyst I,Specialist II,1.0,2.0,Commercial Banking,Commercial Banking,Trade Finance,Trade Finance,Documentary Collections,Documentary Collections,EMP420811,EMP420811,"New York, NY","New York, NY",Regular,Regular,Manager,2025-09-07,2025-10-27,Promotion from Level 1 to Level 2
JM4154579,EMP190582,WD91159552,2026-01-14,Promotion,Completed,Skill Development,Lead Representative,Principal Associate,3.0,4.0,Risk & Compliance,Risk & Compliance,Regulatory Compliance,Regulatory Compliance,Bank Secrecy Act,Bank Secrecy Act,EMP116050,EMP116050,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-12-05,2026-01-14,Promotion from Level 3 to Level 4
JM2626416,EMP190636,WD89879629,2025-03-11,Lateral Move,Completed,Leadership Development,Senior Principal,Staff Specialist,5.0,5.0,Commercial Banking,Retail Banking,Treasury Services,Consumer Lending,Trade Operations,Personal Loans,EMP662051,EMP662051,"Chicago, IL","Chicago, IL",Regular,Regular,Employee,2025-01-30,2025-03-11,Lateral move to Retail Banking
JM1904475,EMP190669,WD60702758,2025-10-27,Lateral Move,Completed,Business Need,Principal Analyst,Principal Analyst,5.0,5.0,Retail Banking,Retail Banking,Consumer Lending,Deposits & Payments,Collections,Payment Processing,EMP638702,EMP638702,"Toronto, ON","Toronto, ON",Contractor,Contractor,Employee,2025-10-10,2025-10-27,Lateral move to Retail Banking
JM4028705,EMP191023,WD68863612,2025-09-19,Hire,Completed,Expansion,,Team Lead,,4.0,,Retail Banking,,Deposits & Payments,,Payment Processing,,EMP629640,,"Chicago, IL",,Regular,HR System,2025-08-25,2025-09-19,New hire - New Position
JM9227901,EMP191023,WD68863612,2026-01-23,Termination,Completed,Voluntary - Relocation,Team Lead,,4.0,,Retail Banking,,Deposits & Payments,,Payment Processing,,EMP629640,,"Chicago, IL",,Regular,,Employee,2025-12-27,2026-01-23,Voluntary - Relocation
JM9937432,EMP191172,WD21438742,2025-08-27,Lateral Move,Completed,Project Assignment,Team Lead,Principal Associate,4.0,4.0,Investment Banking,Corporate Functions,Advisory Services,Legal,Sponsor Coverage,Regulatory Affairs,EMP406301,EMP406301,"Toronto, ON","Toronto, ON",Temporary,Temporary,HR,2025-07-16,2025-08-27,Lateral move to Corporate Functions
JM8937550,EMP191234,WD70653268,2025-08-05,Promotion,Completed,Succession Planning,Coordinator,Associate II,1.0,2.0,Risk & Compliance,Risk & Compliance,Audit,Audit,Internal Audit,Internal Audit,EMP218673,EMP218673,"Montreal, QC","Montreal, QC",Regular,Regular,Manager,2025-07-02,2025-08-05,Promotion from Level 1 to Level 2
JM9845963,EMP191458,WD82744704,2025-05-05,Hire,Completed,Experienced Hire,,Specialist I,,1.0,,Wealth Management,,Private Banking,,Portfolio Management,,EMP532973,,"Dallas, TX",,Regular,HR System,2025-04-16,2025-05-05,New hire - Campus Hire
JM7510646,EMP191637,WD74769260,2025-06-19,Promotion,Completed,Performance Based,Supervisor,Operations Manager,6.0,7.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Customer Service,Customer Service,EMP679136,EMP679136,"New York, NY","New York, NY",Regular,Regular,Manager,2025-05-15,2025-06-19,Promotion from Level 6 to Level 7
JM9491221,EMP191637,WD74769260,2025-08-16,Lateral Move,Completed,Project Assignment,Supervisor,Assistant Manager,6.0,6.0,Retail Banking,Wealth Management,Branch Operations,Trust Services,Customer Service,Charitable Services,EMP679136,EMP679136,"New York, NY","New York, NY",Regular,Regular,Manager,2025-07-05,2025-08-16,Lateral move to Wealth Management
JM1150362,EMP191758,WD41325329,2025-11-01,Promotion,Completed,Skill Development,Senior Specialist,Team Lead,3.0,4.0,Commercial Banking,Commercial Banking,Real Estate Finance,Real Estate Finance,Construction Lending,Construction Lending,EMP459047,EMP459047,"New York, NY","New York, NY",Regular,Regular,Manager,2025-09-27,2025-11-01,Promotion from Level 3 to Level 4
JM2129576,EMP191810,WD39865811,2025-11-08,Promotion,Completed,Expanded Role,Branch Manager,Senior Manager,7.0,8.0,Wealth Management,Wealth Management,Private Banking,Private Banking,Client Advisory,Client Advisory,EMP435299,EMP435299,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-09-20,2025-11-08,Promotion from Level 7 to Level 8
JM3210944,EMP191884,WD49533757,2025-06-17,Hire,Completed,Experienced Hire,,Coordinator,,1.0,,Retail Banking,,Consumer Lending,,Credit Cards,,EMP516421,,"Charlotte, NC",,Regular,Recruiter,2025-06-02,2025-06-17,New hire - New Position
JM5869068,EMP191982,WD47550897,2026-01-09,Lateral Move,Completed,Career Development,Assistant Manager,Team Manager,6.0,6.0,Wealth Management,Commercial Banking,Private Banking,Treasury Services,Relationship Management,FX Services,EMP587264,EMP587264,"Chicago, IL","Chicago, IL",Regular,Regular,Employee,2025-12-13,2026-01-09,Lateral move to Commercial Banking
JM7501223,EMP192407,WD37692067,2025-03-04,Promotion,Completed,Performance Based,Representative,Senior Associate,2.0,3.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Auto Loans,Auto Loans,EMP672668,EMP672668,"Dallas, TX","Dallas, TX",Intern,Intern,Manager,2025-02-01,2025-03-04,Promotion from Level 2 to Level 3
JM6154764,EMP192407,WD37692067,2025-11-05,Lateral Move,Completed,Leadership Development,Representative,Representative,2.0,2.0,Retail Banking,Wealth Management,Consumer Lending,Private Banking,Auto Loans,Portfolio Management,EMP672668,EMP672668,"Dallas, TX","Dallas, TX",Intern,Intern,HR,2025-10-18,2025-11-05,Lateral move to Wealth Management
JM2936630,EMP192753,WD93817998,2025-05-24,Promotion,Completed,Market Adjustment,Specialist I,Representative,1.0,2.0,Corporate Functions,Corporate Functions,Legal,Legal,Regulatory Affairs,Regulatory Affairs,EMP537672,EMP537672,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-04-14,2025-05-24,Promotion from Level 1 to Level 2
JM8552876,EMP192753,WD93817998,2025-10-09,Lateral Move,Completed,Business Need,Specialist I,Coordinator,1.0,1.0,Corporate Functions,Wealth Management,Legal,Financial Planning,Regulatory Affairs,Tax Planning,EMP537672,EMP537672,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-09-22,2025-10-09,Lateral move to Wealth Management
JM1755212,EMP193102,WD49701987,2025-09-28,Lateral Move,Completed,Leadership Development,Senior Associate,Senior Analyst,3.0,3.0,Investment Banking,Investment Banking,Advisory Services,Advisory Services,Industry Coverage,Restructuring,EMP887082,EMP887082,"New York, NY","New York, NY",Regular,Regular,HR,2025-09-04,2025-09-28,Lateral move to Investment Banking
JM2106311,EMP193165,WD63824238,2025-04-21,Termination,Completed,Voluntary - Personal Reasons,Director,,9.0,,Risk & Compliance,,Enterprise Risk,,Market Risk,,EMP584640,,"New York, NY",,Regular,,Employee,2025-03-20,2025-04-21,Voluntary - Personal Reasons
JM9507871,EMP193165,WD63824238,2025-05-13,Hire,Completed,Internal Referral,,Director,,9.0,,Risk & Compliance,,Enterprise Risk,,Market Risk,,EMP584640,,"New York, NY",,Regular,Recruiter,2025-05-05,2025-05-13,New hire - Campus Hire
JM7984576,EMP193245,WD86209191,2025-02-26,Lateral Move,Completed,Project Assignment,Senior Analyst,Senior Specialist,3.0,3.0,Wealth Management,Retail Banking,Asset Management,Consumer Lending,Fund Operations,Personal Loans,EMP432507,EMP432507,"New York, NY","New York, NY",Contractor,Contractor,Manager,2025-01-12,2025-02-26,Lateral move to Retail Banking
JM3770791,EMP193245,WD86209191,2025-04-24,Promotion,Completed,Performance Based,Senior Analyst,Lead Specialist,3.0,4.0,Wealth Management,Wealth Management,Asset Management,Asset Management,Fund Operations,Fund Operations,EMP432507,EMP432507,"New York, NY","New York, NY",Contractor,Contractor,Manager,2025-03-24,2025-04-24,Promotion from Level 3 to Level 4
JM9823238,EMP193341,WD54895547,2025-06-15,Termination,Completed,Voluntary - Career Change,Principal Associate,,4.0,,Risk & Compliance,,Financial Crimes,,Sanctions Screening,,EMP127669,,"Charlotte, NC",,Regular,,Employee,2025-05-14,2025-06-15,Voluntary - Career Change
JM3307271,EMP193787,WD53198521,2025-09-28,Lateral Move,Completed,Leadership Development,Supervisor,Supervisor,6.0,6.0,Risk & Compliance,Wealth Management,Financial Crimes,Private Banking,AML Operations,Client Onboarding,EMP752618,EMP752618,"Chicago, IL","Chicago, IL",Regular,Regular,HR,2025-08-24,2025-09-28,Lateral move to Wealth Management
JM3701353,EMP193864,WD17137249,2025-09-02,Lateral Move,Completed,Restructuring,Associate II,Associate II,2.0,2.0,Wealth Management,Wealth Management,Trust Services,Private Banking,Fiduciary Services,Client Onboarding,EMP826515,EMP826515,"Charlotte, NC","Charlotte, NC",Regular,Regular,Employee,2025-07-23,2025-09-02,Lateral move to Wealth Management
JM9493563,EMP193864,WD17137249,2025-10-03,Promotion,Completed,Skill Development,Associate II,Senior Specialist,2.0,3.0,Wealth Management,Wealth Management,Trust Services,Trust Services,Fiduciary Services,Fiduciary Services,EMP826515,EMP826515,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-08-07,2025-10-03,Promotion from Level 2 to Level 3
JM8730983,EMP193864,WD17137249,2025-12-16,Hire,Completed,Experienced Hire,,Associate II,,2.0,,Wealth Management,,Trust Services,,Fiduciary Services,,EMP826515,,"Charlotte, NC",,Regular,Recruiter,2025-12-07,2025-12-16,New hire - Executive Recruitment
JM8473442,EMP193916,WD32008211,2025-02-07,Promotion,Completed,Expanded Role,Team Manager,Manager,6.0,7.0,Technology,Technology,Cybersecurity,Cybersecurity,Penetration Testing,Penetration Testing,EMP771112,EMP771112,"New York, NY","New York, NY",Regular,Regular,Manager,2024-12-28,2025-02-07,Promotion from Level 6 to Level 7
JM5453471,EMP194262,WD28854112,2025-02-12,Promotion,Completed,Succession Planning,Associate I,Analyst II,1.0,2.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Checking & Savings,Checking & Savings,EMP650044,EMP650044,"New York, NY","New York, NY",Regular,Regular,Manager,2024-12-23,2025-02-12,Promotion from Level 1 to Level 2
JM8473388,EMP194279,WD37343917,2026-01-05,Lateral Move,Completed,Restructuring,Associate I,Specialist I,1.0,1.0,Investment Banking,Retail Banking,Advisory Services,Consumer Lending,Strategic Advisory,Collections,EMP446489,EMP446489,"Dallas, TX","Dallas, TX",Regular,Regular,Employee,2025-11-23,2026-01-05,Lateral move to Retail Banking
JM1464599,EMP194338,WD75777528,2025-02-19,Promotion,Completed,Expanded Role,Associate Director,Regional Director,8.0,9.0,Commercial Banking,Commercial Banking,Corporate Lending,Corporate Lending,Loan Operations,Loan Operations,EMP459047,EMP459047,"Denver, CO","Denver, CO",Regular,Regular,Manager,2024-12-30,2025-02-19,Promotion from Level 8 to Level 9
JM2477737,EMP194397,WD85896729,2025-04-16,Hire,Completed,Internal Referral,,Specialist I,,1.0,,Investment Banking,,Mergers & Acquisitions,,Deal Origination,,EMP621237,,"New York, NY",,Regular,Hiring Manager,2025-03-31,2025-04-16,New hire - New Position
JM5856317,EMP194418,WD60309187,2025-10-11,Promotion,Completed,Performance Based,Team Lead,Staff Specialist,4.0,5.0,Investment Banking,Investment Banking,Structured Finance,Structured Finance,Securitization,Securitization,EMP490680,EMP490680,"Los Angeles, CA","Los Angeles, CA",Contractor,Contractor,Manager,2025-08-23,2025-10-11,Promotion from Level 4 to Level 5
JM9541995,EMP194709,WD57413511,2025-02-11,Hire,Completed,Executive Recruitment,,Vice President,,11.0,,Retail Banking,,Deposits & Payments,,ACH Operations,,EMP493368,,"Charlotte, NC",,Regular,HR System,2025-01-21,2025-02-11,New hire - Expansion
